# Data is copyright of Lavanya Gupta @ https://www.kaggle.com/lava18/google-play-store-apps,,,,,,,,,,,,
App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
mySugr: the blood sugar tracker made just for you,MEDICAL,4.6,21187,35M,"1,000,000+",Free,0,Everyone,Medical,23-Jul-18,3.52.0,5.0 and up
Photo Background Changer 2018 - Blur Background,LIFESTYLE,3.7,34079,9.2M,"5,000,000+",Free,0,Everyone,Lifestyle,21-May-18,Arrow-202,4.1 and up
BGCN TV,VIDEO_PLAYERS,3.4,4334,4.9M,"100,000+",Free,0,Everyone,Video Players & Editors,4-Nov-15,3.1.891,Varies with device
ScorePal,TOOLS,4.5,1439,15M,"10,000+",Free,0,Everyone,Tools,9-Jul-18,2.10.7,4.3 and up
Backgammon NJ for Android,GAME,4.4,1644,15M,"10,000+",Paid,$7.99 ,Everyone,Board,5-Apr-17,4.1,2.3.3 and up
BG Burger,FOOD_AND_DRINK,NaN,1,19M,10+,Free,0,Everyone,Food & Drink,29-Mar-17,1,4.1 and up
JOBS.bg,BUSINESS,4.4,1630,2.2M,"100,000+",Free,0,Everyone,Business,22-Aug-17,3.1.0,4.4 and up
CSCS BG (в български),FAMILY,2.4,7,2.1M,100+,Paid,$3.99 ,Everyone,Education,23-Mar-17,1,4.0.3 and up
LEGO ® Batman: Beyond Gotham,FAMILY,4.1,10758,8.0M,"100,000+",Paid,$4.99 ,Everyone 10+,Adventure;Action & Adventure,15-Dec-15,Varies with device,4.0.3 and up
Backgrounds HD (Wallpapers),PERSONALIZATION,4.6,2390099,Varies with device,"100,000,000+",Free,0,Teen,Personalization,4-Aug-18,Varies with device,Varies with device
Blood Glucose Tracker,HEALTH_AND_FITNESS,4.6,9612,3.5M,"100,000+",Free,0,Everyone,Health & Fitness,18-May-18,1.8.12,4.4 and up
Baldur's Gate II,FAMILY,4.3,5442,16M,"50,000+",Paid,$9.99 ,Teen,Role Playing,28-Jun-18,2.5.16.6,3.0 and up
Rento - Dice Board Game Online,GAME,4.3,205830,63M,"10,000,000+",Free,0,Everyone,Board,20-Jun-18,4.4.9,4.1 and up
Learn Bulgarian Free,FAMILY,4.7,3049,Varies with device,"50,000+",Free,0,Everyone,Education,4-May-18,Varies with device,Varies with device
N+ News Bulgaria,NEWS_AND_MAGAZINES,NaN,2,10M,50+,Free,0,Everyone,News & Magazines,2-Aug-17,1,4.0 and up
Remix Second Hand,SHOPPING,4.2,867,7.5M,"100,000+",Free,0,Everyone,Shopping,2-Aug-18,1.5.8,4.4 and up
Ultimate Background Eraser,PHOTOGRAPHY,4.3,14453,21M,"1,000,000+",Free,0,Everyone,Photography,13-Mar-18,1.9,4.1 and up
OnTrack Diabetes,MEDICAL,4.3,6079,1.8M,"500,000+",Free,0,Everyone,Medical,17-Jan-18,3.2.7,2.1 and up
Blur Image Background,PHOTOGRAPHY,3.9,129268,11M,"10,000,000+",Free,0,Everyone,Photography,30-Jul-18,1.32,4.1 and up
ALL-IN-ONE PACKAGE TRACKING,PRODUCTIVITY,4.7,167406,18M,"1,000,000+",Free,0,Everyone,Productivity,23-Jul-18,3.1.1281,4.0.3 and up
Survival Run with Bear Grylls,GAME,4.2,128579,Varies with device,"5,000,000+",Free,0,Everyone,Action,6-May-18,Varies with device,Varies with device
VIP Backgammon Free : Play Backgammon Online,GAME,4.1,389,Varies with device,"10,000+",Free,0,Teen,Board,3-Jul-18,1.16.32,Varies with device
Grabo.bg,SHOPPING,4.6,8175,3.2M,"100,000+",Free,0,Everyone,Shopping,5-Apr-18,3.2.3,4.0.3 and up
BusyBox Pro,TOOLS,4.7,8114,Varies with device,"100,000+",Paid,$2.49 ,Everyone,Tools,9-Jun-18,Varies with device,Varies with device
GEM™,TOOLS,4.3,6,33M,500+,Free,0,Everyone,Tools,23-Jul-18,1.93,5.0 and up
Diabetes Connect,MEDICAL,4.5,4027,8.4M,"100,000+",Free,0,Everyone,Medical,10-Oct-17,2.4.1,4.0 and up
B&H Photo Video Pro Audio,SHOPPING,4.6,17180,31M,"1,000,000+",Free,0,Everyone,Shopping,3-Aug-18,5.3.1,4.4 and up
BH by Kinomap,HEALTH_AND_FITNESS,2.9,141,22M,"10,000+",Free,0,Everyone,Health & Fitness,30-Jul-18,3.2.9,4.1 and up
BH Cosmetics,BEAUTY,4,2,3.6M,"1,000+",Free,0,Everyone,Beauty,29-May-18,1,4.0 and up
BH Bikes Premium,SPORTS,3,26,15M,"1,000+",Free,0,Everyone,Sports,9-May-17,2.1.1,5.0 and up
B&H Kids AR,BOOKS_AND_REFERENCE,3.9,286,18M,"10,000+",Free,0,Everyone,Books & Reference,29-Sep-17,3.2.5,4.0 and up
BH Bikes GPS Locator,SPORTS,NaN,0,10M,10+,Free,0,Everyone,Sports,19-Jul-18,1,5.0 and up
BH Patrole,AUTO_AND_VEHICLES,4.8,27,2.5M,500+,Free,0,Everyone,Auto & Vehicles,15-Feb-18,2,4.4 and up
CINEMA.BH,FAMILY,3.9,11,16M,"1,000+",Free,0,Everyone,Entertainment,30-Jan-18,1.2.2,4.2 and up
DSLR Photography Training apps,PHOTOGRAPHY,4,675,15M,"100,000+",Free,0,Everyone,Photography,29-Jul-17,2.1,2.3 and up
Radio Belo Horizonte,FAMILY,NaN,0,4.3M,10+,Free,0,Mature 17+,Entertainment,3-Aug-18,2,4.0 and up
BH Online,FINANCE,NaN,0,4.6M,10+,Free,0,Everyone,Finance,4-Jul-18,2.2.6,5.0 and up
Belo Horizonte Map offline,TRAVEL_AND_LOCAL,NaN,11,18M,"1,000+",Free,0,Everyone,Travel & Local,12-Jul-18,1.73,4.3 and up
Bh Public School,FAMILY,5,2,8.7M,10+,Free,0,Everyone,Education,21-Mar-18,1.2,4.0.3 and up
BH Mission Playbook,TRAVEL_AND_LOCAL,NaN,0,22M,100+,Free,0,Everyone,Travel & Local,2-Apr-18,1.5.4,4.4 and up
BH INVEST,FINANCE,NaN,7,1.1M,500+,Free,0,Everyone,Finance,5-Feb-16,1.3,3.2 and up
Comunidad BH,FAMILY,NaN,23,4.8M,"1,000+",Free,0,Everyone,Entertainment,9-Nov-16,1.3.9,2.3 and up
VIVA BH,TOOLS,4,2055,2.6M,"100,000+",Free,0,Everyone,Tools,9-Apr-18,2.44,4.0 and up
Discípulos em BH,SOCIAL,NaN,24,5.2M,100+,Free,0,Everyone,Social,24-Feb-18,1.1.4,4.1 and up
Barbers.BH,LIFESTYLE,5,2,6.0M,10+,Free,0,Everyone,Lifestyle,24-May-18,2.1,4.0.3 and up
BH - Fitness & Nutrition,HEALTH_AND_FITNESS,NaN,0,43M,1+,Free,0,Everyone,Health & Fitness,4-Jul-18,4.3.6,4.1 and up
,,,,,,,,,,,,
Photo Editor - BPhoto,PHOTOGRAPHY,4.5,42,20M,"1,000+",Free,0,Everyone,Photography,17-Sep-16,1.2,4.2 and up
BH Challenge - Museum of the Jewish People,FAMILY,4.8,12,28M,"1,000+",Free,0,Everyone,Education,26-Mar-18,1.3.6,4.2 and up
B'H BURGER HEIM,LIFESTYLE,NaN,0,20M,10+,Free,0,Everyone,Lifestyle,26-May-16,1,4.0 and up
B y H Niños ES,BOOKS_AND_REFERENCE,4.6,53,16M,"5,000+",Free,0,Everyone,Books & Reference,22-Sep-15,1.0.2,2.3 and up
ZUL - Rotativo Digital BH,AUTO_AND_VEHICLES,4.2,29,Varies with device,"10,000+",Free,0,Everyone,Auto & Vehicles,1-Aug-18,1.6.5,4.1 and up
Coomotaxi BH,BUSINESS,NaN,94,8.7M,"5,000+",Free,0,Everyone,Business,24-May-18,3.44.1,4.0.3 and up
BH Mail,COMMUNICATION,3.4,7,6.0M,"1,000+",Free,0,Everyone,Communication,3-Apr-18,5.403,4.0.3 and up
FitConsole,HEALTH_AND_FITNESS,2.6,219,1.8M,"50,000+",Free,0,Everyone,Health & Fitness,30-Oct-15,v1.1-20151030,4.0 and up
Run on Earth,HEALTH_AND_FITNESS,2.4,577,3.7M,"50,000+",Free,0,Everyone,Health & Fitness,25-Apr-18,1.7.5,4.0 and up
BH Rocking,TRAVEL_AND_LOCAL,NaN,13,3.2M,100+,Free,0,Everyone,Travel & Local,17-Jan-18,1.0.7,4.1 and up
Newegg Mobile,SHOPPING,4.5,35479,16M,"1,000,000+",Free,0,Everyone,Shopping,11-Jul-18,4.16.0,4.4 and up
Battleheart Legacy,FAMILY,4.6,7420,7.4M,"50,000+",Paid,$4.99 ,Teen,Role Playing,10-Nov-14,1.2.5,4.1 and up
Treadmill Workouts Free (P),HEALTH_AND_FITNESS,3.3,10,3.3M,"1,000+",Free,0,Everyone,Health & Fitness,5-Apr-18,1.8 P,4.4 and up
ZiraatBank BH,FINANCE,4.1,58,3.5M,"10,000+",Free,0,Everyone,Finance,4-Jul-17,2.3.2,4.0 and up
Digital Tourist BH Itinerary,TRAVEL_AND_LOCAL,4.6,19,14M,500+,Free,0,Everyone,Travel & Local,13-Oct-15,0.9.2,2.2 and up
BH Táxi,BUSINESS,3.9,91,8.9M,"5,000+",Free,0,Everyone,Business,7-Jun-18,3.44.2,4.0.3 and up
BH Connect,SOCIAL,NaN,0,32M,1+,Free,0,Teen,Social,22-Mar-18,1.4.4,4.0.3 and up
Out of Bounds BH Demo,GAME,NaN,3,14M,10+,Free,0,Everyone,Action,19-Nov-15,1,2.3.3 and up
EduNAV.BH,FAMILY,NaN,3,3.8M,50+,Free,0,Everyone,Education,12-Feb-18,1.2.0,4.3 and up
BH Açaí,FOOD_AND_DRINK,NaN,3,4.7M,100+,Free,0,Everyone,Food & Drink,29-May-18,7.0 RELEASE,4.0.3 and up
BH Recepti,FOOD_AND_DRINK,NaN,3,9.9M,500+,Free,0,Everyone,Food & Drink,16-Aug-16,1.2,4.0 and up
Bi en Línea,FINANCE,4,5055,17M,"100,000+",Free,0,Everyone,Finance,5-Mar-18,4.4.1,4.4 and up
Gayvox - Gay Lesbian Bi Dating,SOCIAL,3.4,3640,9.1M,"500,000+",Free,0,Mature 17+,Social,13-Jun-16,3.1.9,2.3 and up
Microsoft Power BI–Business data analytics,BUSINESS,4.5,1819,10M,"100,000+",Free,0,Everyone,Business,16-Jul-18,2.2.180712.112152,5.0 and up
BI Mobile Banking,FINANCE,4,180,27M,"10,000+",Free,0,Everyone,Finance,27-Jun-18,4.17.38,4.4 and up
BI News,NEWS_AND_MAGAZINES,5,22,25M,"1,000+",Free,0,Everyone,News & Magazines,10-Jun-18,1.5.0,4.1 and up
BI SmartLINK,BUSINESS,3.6,16,33M,"5,000+",Free,0,Everyone,Business,25-Jul-18,2.7.0,5.1 and up
BI-LO,LIFESTYLE,3.5,43,30M,"10,000+",Free,0,Everyone,Lifestyle,11-Jul-18,2.0.0,4.1 and up
Bitmoji – Your Personal Emoji,FAMILY,4.6,2312084,Varies with device,"100,000,000+",Free,0,Teen,Entertainment,25-Jul-18,Varies with device,4.3 and up
Sisense Mobile BI,BUSINESS,4.9,23,28M,"1,000+",Free,0,Everyone,Business,30-Apr-18,2.4.1,4.1 and up
"Starg - Gay, Same Sex, Bi",DATING,3.7,66,7.3M,"10,000+",Free,0,Mature 17+,Dating,29-Nov-16,1.0.6,4.1 and up
Propel BI APP,BUSINESS,5,3,23M,100+,Free,0,Everyone,Business,24-Jul-18,1.39,4.4 and up
,,,,,,,,,,,,
BI-LO Rx,LIFESTYLE,3.9,77,Varies with device,"10,000+",Free,0,Everyone,Lifestyle,26-Mar-18,Varies with device,Varies with device
BI APP,FINANCE,5,2,2.7M,100+,Free,0,Everyone,Finance,19-Feb-16,1.8,4.0 and up
Oracle BI Mobile,BUSINESS,4,282,7.7M,"10,000+",Free,0,Everyone,Business,1-Aug-18,20.0.0.0,6.0 and up
Bi-Tank Ads Free,GAME,NaN,0,Varies with device,1+,Paid,$0.99 ,Everyone,Arcade,31-Jul-17,1.1,4.1 and up
bi-Cube Mobile Token,TOOLS,NaN,5,21M,"1,000+",Free,0,Everyone,Tools,26-Apr-18,8.9.2.0.0,4.0.3 and up
Business Intelligence & Data,FAMILY,4.9,7,3.5M,"1,000+",Free,0,Everyone,Education,26-Jul-16,1,2.0 and up
BI Mobile,FINANCE,4.4,337,3.3M,"10,000+",Free,0,Everyone,Finance,15-Mar-18,1,4.0.3 and up
Grindr - Gay chat,SOCIAL,3.6,284795,31M,"10,000,000+",Free,0,Mature 17+,Social,3-Aug-18,4.1.2,4.3 and up
Zoho Reports - Mobile BI,BUSINESS,4.7,45,12M,"5,000+",Free,0,Everyone,Business,23-May-18,2.0.5,4.1 and up
Power BI Ultimate Orientation,FAMILY,4.3,12,8.1M,"5,000+",Free,0,Everyone,Education,6-Feb-17,1.0.1,4.0 and up
Pool Billiards Classic - bi a,SPORTS,3.9,5644,14M,"1,000,000+",Free,0,Everyone,Sports,1-Nov-17,1.7,4.0.3 and up
Lesbian Chat & Dating - SPICY,SOCIAL,4.5,63765,11M,"1,000,000+",Free,0,Mature 17+,Social,31-Jul-18,4.17.2,4.1 and up
"Moco - Chat, Meet People",DATING,4.2,313769,Varies with device,"10,000,000+",Free,0,Mature 17+,Dating,4-Aug-18,2.6.142,4.1 and up
Bi-Tank,GAME,4.6,12,18M,50+,Free,0,Everyone,Arcade,31-Jul-17,Varies with device,4.1 and up
Hot or Not - Find someone right now,DATING,4.1,305737,Varies with device,"10,000,000+",Free,0,Mature 17+,Dating,2-Aug-18,Varies with device,Varies with device
happn – Local dating app,LIFESTYLE,4.3,1118201,Varies with device,"10,000,000+",Free,0,Mature 17+,Lifestyle,24-Jul-18,Varies with device,Varies with device
Dictionary.com: Find Definitions for English Words,BOOKS_AND_REFERENCE,4.6,899010,Varies with device,"10,000,000+",Free,0,Everyone,Books & Reference,30-Jul-18,Varies with device,Varies with device
MinT BI,PRODUCTIVITY,NaN,0,2.9M,10+,Free,0,Everyone,Productivity,13-Jan-18,3.1,4.2 and up
,,,,,,,,,,,,
MeetMe: Chat & Meet New People,SOCIAL,4.2,1259723,76M,"50,000,000+",Free,0,Mature 17+,Social,3-Aug-18,Varies with device,4.1 and up
TED,FAMILY,4.6,181961,18M,"10,000,000+",Free,0,Everyone 10+,Education,27-Jul-18,3.2.5,4.1 and up
"Learn English Vocabulary - 6,000 Words",FAMILY,4.5,205914,54M,"10,000,000+",Free,0,Everyone,Education,3-Aug-18,5.54,4.1 and up
English Dictionary - Offline,BOOKS_AND_REFERENCE,4.4,341234,30M,"10,000,000+",Free,0,Everyone 10+,Books & Reference,20-Mar-18,3.9.1,4.2 and up
Zalo – Video Call,COMMUNICATION,4.2,1042170,Varies with device,"50,000,000+",Free,0,Everyone,Communication,27-Jul-18,Varies with device,Varies with device
Bible KJV,BOOKS_AND_REFERENCE,4.5,42729,Varies with device,"5,000,000+",Free,0,Everyone,Books & Reference,26-Nov-14,Varies with device,Varies with device
All Language Translator,TOOLS,4,29944,2.1M,"5,000,000+",Free,0,Everyone,Tools,3-Oct-15,1.6,2.3 and up
Bike Rivals,GAME,4.2,212067,48M,"10,000,000+",Free,0,Everyone,Racing,15-Jul-15,1.5.2,2.3.3 and up
Bingo Party - Free Bingo Games,GAME,4.7,155694,92M,"1,000,000+",Free,0,Teen,Board,13-Jul-18,2.1.1,4.0.3 and up
OkCupid Dating,DATING,4.1,285838,15M,"10,000,000+",Free,0,Mature 17+,Dating,30-Jul-18,11.10.1,4.1 and up
Little Big City 2,FAMILY,4.4,344383,30M,"10,000,000+",Free,0,Everyone,Casual,20-Mar-18,9.2.4,4.0.3 and up
"Mint: Budget, Bills, Finance",FINANCE,4.3,129305,Varies with device,"5,000,000+",Free,0,Everyone,Finance,2-Aug-18,Varies with device,Varies with device
English Grammar Test,FAMILY,4.6,104676,2.6M,"5,000,000+",Free,0,Everyone,Education,18-Jul-18,1.9.7,4.0 and up
BJ's Wholesale Club,SHOPPING,4.2,4099,17M,"100,000+",Free,0,Everyone,Shopping,27-Jul-18,2.0.10,4.1 and up
BJ’s Mobile App,SHOPPING,4,4722,35M,"500,000+",Free,0,Everyone,Shopping,9-Jul-18,3.6.5,4.1 and up
BJ's Express Scan,SHOPPING,2.3,69,11M,"10,000+",Free,0,Everyone,Shopping,19-Mar-18,1.0.16,4.4 and up
BJ's Bingo & Gaming Casino,GAME,4.5,501,65M,"10,000+",Free,0,Teen,Casino,26-Jul-18,5.0.1.3,4.3 and up
BJ-UFO,FAMILY,3.6,226,25M,"50,000+",Free,0,Everyone,Casual,10-May-18,2.5_20,4.0 and up
BJ Bridge Pro 2018,GAME,4.4,17,4.8M,500+,Paid,$4.49 ,Everyone,Card,21-May-18,6.2-pro,4.0 and up
BJ Bridge Free (2018),GAME,3.9,20,4.8M,"10,000+",Free,0,Everyone,Card,21-May-18,6.2-lite,4.0 and up
BJ & Jamie,FAMILY,3.9,13,17M,100+,Free,0,Everyone,Entertainment,6-Jul-15,1.1,2.3.3 and up
The Daily BJ,HEALTH_AND_FITNESS,4.8,38,24M,500+,Free,0,Everyone,Health & Fitness,10-Jul-18,1.1,5.0 and up
BJ-FPV,FAMILY,4.2,16,26M,"1,000+",Free,0,Everyone,Casual,31-Jul-18,2.0.2,4.4 and up
BJ Bridge Acol Beginner 2018,GAME,3.7,11,4.8M,"5,000+",Free,0,Everyone,Card,21-May-18,6.2-begina,4.0 and up
,,,,,,,,,,,,
BJ Grand Salon Mobile App,BEAUTY,NaN,1,15M,100+,Free,0,Everyone,Beauty,14-Jun-18,1.0.7,5.0 and up
BJ Bridge Standard American 2018,GAME,1,1,4.9M,"1,000+",Free,0,Everyone,Card,21-May-18,6.2-sayc,4.0 and up
BJ Strategy Tester,GAME,NaN,1,8.8M,100+,Free,0,Everyone,Casino,19-May-15,1,2.3 and up
Eating Show - Food BJ,FAMILY,4.4,103,36M,"10,000+",Free,0,Everyone,Simulation,30-Oct-17,1.29,4.1 and up
Virtual DJ Sound Mixer,TOOLS,4.2,4010,8.7M,"500,000+",Free,0,Everyone,Tools,10-May-17,NaN,4.0 and up
Cards Casino:Video Poker & BJ,GAME,4.7,325,23M,"10,000+",Free,0,Teen,Casino,8-May-15,7,2.3.3 and up
DJ Music Pad,FAMILY,3.6,35121,5.1M,"5,000,000+",Free,0,Everyone,Entertainment,22-May-18,1.0.6,4.0 and up
BJ-DRONE,FAMILY,NaN,1,23M,100+,Free,0,Everyone,Entertainment,27-Mar-18,1,4.0.3 and up
"Real Casino:Slot,Keno,BJ,Poker",GAME,4.1,341,26M,"50,000+",Free,0,Teen,Casino,12-Aug-16,1.18,4.0 and up
AfreecaTV,VIDEO_PLAYERS,3.3,381023,53M,"10,000,000+",Free,0,Everyone,Video Players & Editors,26-Jul-18,2.7.8,4.0 and up
BJ - Confidential,COMMUNICATION,NaN,0,3.2M,10+,Free,0,Teen,Communication,23-Apr-18,1.7,4.1 and up
Basic Strategy Training BJ 21,GAME,NaN,0,23M,500+,Free,0,Teen,Casino,7-Mar-16,1.1,2.3 and up
HON. B.J. ACS COLLEGE ALE,FAMILY,5,3,1.8M,100+,Free,0,Mature 17+,Education,26-Dec-16,3.1,4.3 and up
One Launcher,PERSONALIZATION,4.3,26601,5.4M,"1,000,000+",Free,0,Everyone,Personalization,16-Jul-18,26.1.0.20180713,2.3.3 and up
BJ Toys,SHOPPING,4.7,55,8.0M,500+,Free,0,Everyone,Shopping,11-Apr-18,1.0.3,4.0.3 and up
Alumni BJ,SOCIAL,NaN,2,5.4M,100+,Free,0,Everyone,Social,8-Nov-17,1,4.1 and up
"뽕티비 - 개인방송, 인터넷방송, BJ방송",VIDEO_PLAYERS,NaN,414,59M,"100,000+",Free,0,Mature 17+,Video Players & Editors,18-Jul-18,4.0.7,4.0.3 and up
BJ card game blackjack,GAME,NaN,3,21M,500+,Free,0,Teen,Card,2-Dec-16,1,2.3 and up
BMH-BJ Congregation,LIFESTYLE,NaN,0,5.1M,10+,Free,0,Everyone,Lifestyle,29-Jun-18,1.22,4.0.3 and up
BJ's Community SoundBoard,FAMILY,NaN,0,Varies with device,5+,Free,0,Teen,Entertainment,11-Feb-18,Varies with device,Varies with device
Real DJ Simulator,FAMILY,4,68664,55M,"10,000,000+",Free,0,Everyone,Simulation,20-Apr-18,1.7,4.1 and up
BJ TIKET,BUSINESS,NaN,3,3.4M,10+,Free,0,Everyone,Business,9-Feb-18,8,4.0.3 and up
BLACKJACK!,GAME,4.4,524467,33M,"10,000,000+",Free,0,Teen,Casino,7-Jul-16,1.126,2.3.3 and up
Blackjack Verite Drills,GAME,4.6,17,4.7M,100+,Paid,$14.00 ,Teen,Casino,9-Jul-17,1.1.10,3.0 and up
BJ Foods,BUSINESS,5,3,1.5M,10+,Free,0,Everyone,Business,7-Feb-18,2.7,4.1 and up
Blackjack,GAME,4.3,52199,Varies with device,"1,000,000+",Free,0,Teen,Casino,18-May-17,1.2.4.69,2.3 and up
3D DJ – DJ Mixer 2018,FAMILY,4.3,6333,30M,"1,000,000+",Free,0,Everyone,Entertainment,25-May-18,1.1.12,5.0 and up
BJ Adams,BUSINESS,NaN,1,26M,5+,Free,0,Everyone,Business,16-Nov-16,2.0.0,4.0.3 and up
Phonics Puzzles,FAMILY,3.8,4,54M,100+,Paid,$2.99 ,Everyone,Educational,27-Aug-16,1.8.2,2.3 and up
Spider grinder in screen funny,FAMILY,4.1,956,10M,"100,000+",Free,0,Teen,Entertainment,17-May-16,1.1,2.2 and up
BJJ Roadmap by Stephan Kesting,SPORTS,4.6,969,3.6M,"10,000+",Free,0,Everyone,Sports,21-Aug-14,1,4.0 and up
KISW 99.9 FM SEATTLE,FAMILY,4,1469,5.2M,"100,000+",Free,0,Everyone,Entertainment,29-Jan-18,2.1.10,2.3.3 and up
BlackJack -21 Casino Card Game,GAME,4.7,2066,25M,"100,000+",Free,0,Teen,Casino,14-Mar-18,1.3,4.0.3 and up
,,,,,,,,,,,,
BlackJack 21 Pro,GAME,4.5,26744,51M,"500,000+",Free,0,Teen,Casino,27-Jul-18,7.4.0,4.0.3 and up
24 megapixel hd camera,PHOTOGRAPHY,4,802,5.1M,"100,000+",Free,0,Everyone,Photography,3-May-17,1.1,2.3 and up
Ultimate BlackJack 3D FREE,GAME,4.1,1686,4.6M,"100,000+",Free,0,Teen,Casino,20-Apr-15,3.1.0,2.3 and up
BURGER KING® App,LIFESTYLE,4,41747,39M,"5,000,000+",Free,0,Everyone,Lifestyle,12-Jan-17,3.7.1,4.1 and up
BURGER KING® MOBILE APP,LIFESTYLE,3.8,19221,13M,"5,000,000+",Free,0,Everyone,Lifestyle,24-May-18,Varies with device,Varies with device
BK Chat,COMMUNICATION,NaN,6,31M,"1,000+",Free,0,Teen,Communication,30-Jul-18,2.1,4.1 and up
BURGER KING® Puerto Rico,FOOD_AND_DRINK,4.5,2448,19M,"100,000+",Free,0,Everyone,Food & Drink,1-Sep-17,5.4,4.0.3 and up
Free Coupons for Burger King,LIFESTYLE,2.8,17,3.1M,"5,000+",Free,0,Everyone,Lifestyle,29-Jul-18,1.1,4.4 and up
BK Manager,NEWS_AND_MAGAZINES,NaN,19,17M,"5,000+",Free,0,Everyone,News & Magazines,19-Dec-17,1.0.2,4.4 and up
,,,,,,,,,,,,
BK Murli Offline April 2017,LIFESTYLE,4.8,33,2.4M,"5,000+",Free,0,Everyone,Lifestyle,3-May-17,1,4.0.3 and up
Read it easy for BK,LIFESTYLE,5,1,3.2M,50+,Free,0,Everyone,Lifestyle,15-Jul-18,1.2,4.1 and up
BK Video Status,FAMILY,5,13,2.1M,100+,Free,0,Everyone,Entertainment,7-Jul-18,2.3,4.4 and up
bk Group Mobile,BUSINESS,NaN,1,30M,50+,Free,0,Everyone,Business,26-Feb-18,2,4.4W and up
SLANGY-Perfect BK World Theme,PERSONALIZATION,NaN,1,14M,50+,Paid,$4.85 ,Everyone,Personalization,11-Sep-13,1,2.2 and up
BK Formula Calculator 2,TOOLS,NaN,4,12M,100+,Free,0,Everyone,Tools,7-Aug-16,0.0.1,4.2 and up
Service Disabler,TOOLS,4.3,534,3.0M,"100,000+",Free,0,Everyone,Tools,23-Jun-18,1.0.6,4.0 and up
BK Photography,PHOTOGRAPHY,4.3,20,4.8M,"1,000+",Free,0,Everyone,Photography,6-Jan-17,0.1,2.3 and up
Keyboard Theme Dusk BK Purple,PERSONALIZATION,4.5,248,2.8M,"10,000+",Free,0,Mature 17+,Personalization,23-May-16,9,4.0.3 and up
Coupons for Burger King,FOOD_AND_DRINK,4.5,41,4.0M,500+,Free,0,Teen,Food & Drink,17-Jul-18,1,5.0 and up
BK Formula Calculator,TOOLS,5,6,11M,100+,Free,0,Everyone,Tools,8-Aug-15,0.1.1,4.2 and up
VK,SOCIAL,3.8,5793284,Varies with device,"100,000,000+",Free,0,Mature 17+,Social,3-Aug-18,Varies with device,Varies with device
Korean English Translator,FAMILY,4.4,634,1.8M,"100,000+",Free,0,Everyone,Education,5-Sep-17,1.6,2.3 and up
Dr Bk Sachin bhai,LIFESTYLE,5,19,3.1M,"1,000+",Free,0,Everyone,Lifestyle,7-Dec-17,2.2,4.1 and up
Audio Murli Glossary For BK,FAMILY,4.7,39,20M,"1,000+",Free,0,Everyone,Education,25-Jan-16,1.1,4.0.3 and up
SKIN BK,PRODUCTIVITY,NaN,0,33M,10+,Free,0,Everyone,Productivity,25-Jun-18,1.1.2,4.4W and up
BK Traffic Control cum Chart,SOCIAL,4.7,549,17M,"10,000+",Free,0,Teen,Social,29-Jun-16,3.0.1,3.0 and up
Hungry Girl Diet Bk. Companion,HEALTH_AND_FITNESS,2.2,4,28M,"1,000+",Free,0,Everyone,Health & Fitness,1-Feb-18,1.1.3,4.0 and up
,,,,,,,,,,,,
BK Suraj bhai,LIFESTYLE,4.6,9,3.1M,"1,000+",Free,0,Everyone,Lifestyle,8-Dec-17,2.2,4.1 and up
BK Shivani Videos,LIFESTYLE,4.7,29,3.2M,"1,000+",Free,0,Everyone,Lifestyle,25-Jul-18,1.3,4.0.3 and up
BK News Channel,VIDEO_PLAYERS,4.6,277,6.8M,"10,000+",Free,0,Everyone,Video Players & Editors,16-Jul-16,1.01,2.3 and up
BK Dinos,FAMILY,4.4,30,99M,"5,000+",Free,0,Everyone,Entertainment,31-Mar-18,0.1,4.0 and up
Make a burger king,FAMILY,3.8,125,17M,"10,000+",Free,0,Everyone,Casual,21-Feb-17,v1.3,4.0 and up
King Burger Dash,FAMILY,3.6,445,12M,"50,000+",Free,0,Everyone,Casual,22-Mar-15,1.3,2.2 and up
Official Madhuban Murli,LIFESTYLE,4.9,301,25M,"10,000+",Free,0,Everyone,Lifestyle,21-Jul-18,1.1.2,4.4 and up
Baba Yaad Hai?(BK's),FAMILY,4.8,160,13M,"10,000+",Free,0,Everyone,Entertainment,5-Mar-17,1.3,2.3 and up
Bk Bee Sales Manager,BUSINESS,NaN,0,2.1M,5+,Paid,$0.99 ,Everyone,Business,16-Dec-17,1,4.1 and up
Burger King Foot Lettuce,FAMILY,4.4,150,5.9M,"10,000+",Free,0,Everyone,Entertainment,11-Jun-18,1.07,4.0 and up
BK Arogyam Task Track,BUSINESS,5,8,3.7M,100+,Free,0,Everyone,Business,5-Jun-18,1.1.1,4.1 and up
BK murli today (Mobile Murli) - Gyan,FAMILY,4.8,100,4.5M,"5,000+",Free,0,Everyone,Education,5-Aug-18,2,4.4 and up
Capital Bk Mobile Business Dep,FINANCE,NaN,1,4.1M,100+,Free,0,Everyone,Finance,3-Feb-16,1.4.8,4.1 and up
BK Travel Solutions,EVENTS,NaN,1,11M,100+,Free,0,Everyone,Events,14-Jun-18,1.3.0,4.1 and up
BK Murli Dictionary (H to E),FAMILY,4.6,106,3.9M,"10,000+",Free,0,Everyone,Education,19-Nov-16,1.1,2.2 and up
