# Data is copyright of Lavanya Gupta @ https://www.kaggle.com/lava18/google-play-store-apps,,
Last Updated,Current Ver,Android Ver
29-Jul-18,1.4.0,4.4 and up
23-Jul-18,5.2.9,4.1 and up
17-Jul-18,1.0.0,4.4 and up
26-Jul-18,12.0.4,4.1 and up
16-Jul-18,8.2,4.0.3 and up
6-Nov-17,1,4.0.3 and up
16-Jul-18,2.4,4.0.3 and up
17-Jul-18,1,4.0 and up
9-Jul-18,1.2,4.1 and up
8-Jul-18,8.2,4.0.3 and up
15-May-18,8.2,4.0.3 and up
9-Jul-18,8.2,4.0.3 and up
21-Apr-18,8.2,4.0.3 and up
28-Jun-18,8.2,4.0.3 and up
28-Dec-17,1.0.5,4.0 and up
4-Aug-18,1.0.82,4.4 and up
5-Jul-18,8.2,4.0.3 and up
2-Aug-18,1.0.5,4.0 and up
10-Jul-18,4.1,4.1 and up
2-Aug-18,5.0.8,4.1 and up
27-Jan-17,5.0.1,4.2 and up
10-Jul-18,1.23,4.0.3 and up
2-Jul-18,3.7,4.0.3 and up
1-Aug-18,Varies with device,Varies with device
27-Jul-18,3.2.5,4.1 and up
29-Dec-17,3.1,4.0 and up
27-Jul-18,5.0.0,4.1 and up
2-May-18,1.94.9,4.0 and up
23-Jul-18,1.5,4.0 and up
25-Feb-18,1.2.8,4.0 and up
18-Dec-17,1.3.8,4.0 and up
22-Jun-18,2.1.8,4.0.3 and up
27-May-18,2.3.7,4.0 and up
18-Jul-18,2.9.0,4.0 and up
26-Jul-18,3.3,4.1 and up
26-Apr-18,Varies with device,4.1 and up
20-Jul-18,2.16.11.10,4.2 and up
23-Mar-18,Varies with device,Varies with device
12-Jul-18,Varies with device,Varies with device
3-Feb-18,1.1.6,4.0 and up
3-Feb-18,1.2.0,4.0 and up
30-Jul-18,20.7.2,4.4 and up
29-Jul-18,2.24,4.0 and up
19-Jan-17,1.0.9,2.3 and up
2-May-18,2.6.2,4.1 and up
28-May-18,1.4.2,5.0 and up
20-Jul-18,1.2,1.6 and up
26-Oct-17,3.1,4.4 and up
29-Jul-18,Varies with device,Varies with device
17-Oct-17,2.51.0,4.0.3 and up
23-Oct-16,1.17,2.3 and up
9-Mar-18,2.2.4,4.2 and up
25-Jul-18,3.7.0,4.4 and up
25-Oct-17,3,2.3 and up
28-Nov-17,10,4.1 and up
30-Jul-18,Varies with device,4.1 and up
28-Sep-17,1.1,2.3 and up
28-Jul-18,3.1,4.1 and up
1-Aug-18,Varies with device,Varies with device
3-Apr-18,6,4.0.3 and up
20-Jul-18,2.8.1,4.1 and up
2-Aug-18,Varies with device,Varies with device
27-Jul-18,5.0.0,4.1 and up
27-Jul-18,3.2.5,4.1 and up
1-Aug-18,Varies with device,Varies with device
2-Aug-18,5.0.4,5.0 and up
27-Jul-18,Varies with device,Varies with device
15-Jul-18,2.15.1,4.1 and up
30-Jul-18,Varies with device,Varies with device
23-May-18,Varies with device,4.0.3 and up
1-Aug-18,Varies with device,Varies with device
3-Aug-18,3.14.15,5.0 and up
16-Jan-17,1.10.0,4.1 and up
11-Jul-18,4.9.10,4.1 and up
3-Aug-18,Varies with device,Varies with device
17-Aug-17,Varies with device,Varies with device
4-Jul-16,1.3.0,4.0 and up
21-Aug-14,1.1,2.3 and up
22-Aug-15,2,2.3 and up
28-Jun-15,3,2.3 and up
31-Jul-18,4.7.0,5.0 and up
2-Aug-18,5.0.4,5.0 and up
25-Dec-17,4.5.2,4.0 and up
20-May-18,Varies with device,Varies with device
25-Dec-17,5.7.2,4.0 and up
25-Dec-17,3.5.2,4.0 and up
25-Dec-17,5.5.2,4.0 and up
4-Aug-18,4.2.8,4.1 and up
25-Dec-17,3.4.2,4.0 and up
10-May-18,7.2.3633,4.4 and up
7-Jun-18,1.8.1,4.1 and up
21-May-18,7.2.3634,4.4 and up
,,
29-Apr-15,1.2.0,2.3.3 and up
2-Dec-13,2.9,2.1 and up
6-Jun-18,Varies with device,Varies with device
23-Jul-15,4.1.3,2.3.3 and up
17-Nov-16,2.48,4.0 and up
11-Jul-18,Varies with device,Varies with device
,,
18-Jun-18,3.2.0,4.1 and up
6-Jun-18,Varies with device,Varies with device
15-Feb-17,1.4,4.0 and up
5-Jun-18,Varies with device,Varies with device
18-Jun-18,Varies with device,Varies with device
7-Nov-17,Varies with device,Varies with device
27-Jul-18,5.0.0,4.1 and up
27-Jul-18,3.2.5,4.1 and up
1-Aug-18,Varies with device,Varies with device
1-Aug-18,Varies with device,Varies with device
27-Jul-18,Varies with device,Varies with device
2-Aug-18,5.0.4,5.0 and up
31-Jul-18,4.7.0,5.0 and up
15-Jul-18,2.15.1,4.1 and up
27-Jun-18,5.2.1,5.0 and up
19-Jul-18,Varies with device,Varies with device
11-Jul-18,4.9.10,4.1 and up
2-Aug-18,Varies with device,Varies with device
3-Aug-18,Varies with device,Varies with device
27-Jul-18,0.29.74,4.4 and up
30-Jul-18,20.7.2,4.4 and up
28-Sep-17,Varies with device,Varies with device
12-Jul-18,2.8,4.1 and up
1-Aug-18,Varies with device,Varies with device
19-Jun-18,10.9.1,4.0 and up
27-Jun-18,5.2.1,5.0 and up
30-Jul-18,20.7.2,4.4 and up
17-Jul-18,4.2.3,4.2 and up
11-Nov-17,2.09,4.1 and up
15-Jul-18,2.3.9,4.0 and up
2-Aug-18,Varies with device,Varies with device
2-May-18,1.94.9,4.0 and up
1-Aug-18,13.9.0.161,5.0 and up
1-Jun-16,Varies with device,Varies with device
4-May-16,3.6.0.115_FN,2.3 and up
13-Jun-17,6.1.3,4.0.3 and up
20-Sep-16,8.5.2,4.0 and up
20-Dec-16,1.12.1,2.3 and up
7-Mar-18,Varies with device,Varies with device
1-Aug-18,4.8.2,4.0.3 and up
20-Dec-16,2.3.1,2.3 and up
11-Jan-15,15.9.4,4.0 and up
1-Oct-17,Varies with device,Varies with device
1-Aug-18,Varies with device,Varies with device
20-Jul-18,9.12.5,4.0.3 and up
29-Jul-16,4.4.1,3.2 and up
16-Oct-17,5,4.4 and up
3-Aug-18,Varies with device,Varies with device
19-Jul-18,Varies with device,Varies with device
3-Aug-18,4.21.1,4.1 and up
1-Aug-18,Varies with device,Varies with device
25-Oct-17,3.1.3,3.0 and up
19-Jun-18,10.9.1,4.0 and up
25-Jul-18,2.6.6,4.1 and up
17-Jul-18,4.2.3,4.2 and up
27-Jun-18,5.2.1,5.0 and up
2-Aug-18,Varies with device,Varies with device
30-Jul-18,20.7.2,4.4 and up
26-Jul-18,1.16,3.0 and up
1-Aug-18,13.9.0.161,5.0 and up
1-Jun-16,Varies with device,Varies with device
30-Jul-18,5.7.0,4.4 and up
20-Jul-18,Varies with device,Varies with device
24-May-18,Varies with device,Varies with device
7-Jun-18,1.8.1,4.1 and up
29-Mar-18,2.4.4,4.0 and up
19-Jul-18,Varies with device,Varies with device
3-Aug-18,4.21.1,4.1 and up
25-Jul-18,2.6.6,4.1 and up
1-Aug-18,Varies with device,Varies with device
1-Aug-18,13.9.0.161,5.0 and up
27-Jun-18,5.2.1,5.0 and up
12-Jul-18,2.2.4,4.0.3 and up
24-Dec-17,1.0.2,4.1 and up
31-Jul-18,5.7.1,4.1 and up
24-Jul-17,1,4.0.3 and up
21-Jul-17,1.3,4.1 and up
6-Jul-18,1.5-play,4.4 and up
12-Jun-18,1.1.1-play,4.4 and up
31-Jul-18,Varies with device,Varies with device
20-Jan-18,1.02,4.0.3 and up
4-Aug-18,Varies with device,Varies with device
15-Jul-18,2.13.5,4.1 and up
3-Aug-18,3.43.3,4.1 and up
28-Apr-16,2.05.0010,5.0 and up
28-Jun-18,Varies with device,Varies with device
6-Jun-18,Varies with device,6.0 and up
16-Jul-15,v1.8b22p13,4.2 and up
4-Aug-18,3.7.3,4.0.3 and up
16-Jul-18,Varies with device,Varies with device
3-Aug-18,Varies with device,Varies with device
30-Jul-18,Varies with device,Varies with device
5-Jul-18,1.03,4.0 and up
19-Jul-18,Varies with device,Varies with device
5-Jul-18,4.6.2,2.3.3 and up
3-Aug-18,5.2,4.0.3 and up
21-Jun-18,4.0.5,4.1 and up
3-Aug-18,Varies with device,Varies with device
12-Jul-18,2.8.2,4.1 and up
27-Jul-18,Varies with device,Varies with device
31-Jul-18,Varies with device,4.2 and up
18-Jul-18,7.3,4.2 and up
27-Jul-18,Varies with device,Varies with device
5-Jul-18,2.6.6.11,4.1 and up
19-Jun-18,2.2,4.1 and up
29-Jul-18,1.2.0,4.1 and up
14-Jul-18,1.1.3.2,4.0.3 and up
20-Jun-18,9.1.4,4.4 and up
3-Aug-18,1.0.9,4.1 and up
14-Sep-16,Varies with device,Varies with device
2-Aug-18,3.0.231.18141,4.1 and up
21-Jul-18,1.7,4.4 and up
26-Jul-18,Varies with device,Varies with device
31-Jul-18,Varies with device,Varies with device
3-Aug-18,2.3.34 Prod,4.3 and up
27-Jun-18,2.08.78.2,4.1 and up
26-Jul-18,18.07.0,4.1 and up
3-Jul-18,3.5.2.2,4.1 and up
3-Aug-18,Varies with device,Varies with device
14-Feb-18,2.2.0,4.2 and up
12-Jul-18,2.19.0,5.0 and up
19-Jul-18,Varies with device,Varies with device
20-Jun-18,9.1.4,4.4 and up
2-Aug-18,Varies with device,Varies with device
7-Feb-18,2.9.43,6.0 and up
11-Jun-18,2.1.1,4.1 and up
18-Jul-18,6.18.3,5.0 and up
26-Jul-18,Varies with device,Varies with device
31-Jul-18,Varies with device,Varies with device
27-Jul-18,Varies with device,Varies with device
27-Jul-18,Varies with device,Varies with device
24-Jul-18,2.9.4,4.1 and up
19-Jun-18,Varies with device,Varies with device
1-Aug-18,01.01.66,4.4 and up
5-Mar-18,Varies with device,Varies with device
24-Jul-18,2.9.4,4.1 and up
12-Apr-18,Varies with device,Varies with device
20-Jul-18,4.8.6,4.1 and up
20-Jun-18,Varies with device,Varies with device
15-Jun-18,2.0.0,4.4 and up
16-Jul-18,3.1.4,4.4 and up
24-Jan-18,2.0.8,4.4 and up
8-Jul-18,11.45.0,4.4 and up
26-Jul-18,Varies with device,4.4 and up
16-Jul-18,3.1.4,4.4 and up
23-Jul-18,2.17,4.4 and up
8-Jul-18,11.45.0,4.4 and up
3-Aug-18,Varies with device,5.0 and up
19-Jul-18,Varies with device,Varies with device
27-Jun-18,8.0626,Varies with device
2-Jul-18,Varies with device,Varies with device
16-Jul-18,3.1.4,4.4 and up
21-Jul-18,43,4.0.3 and up
8-Jul-18,11.45.0,4.4 and up
26-Jul-18,Varies with device,Varies with device
31-Jul-18,Varies with device,Varies with device
15-Jul-18,2.13.5,4.1 and up
5-Mar-18,Varies with device,Varies with device
20-Jun-18,Varies with device,Varies with device
12-Apr-18,Varies with device,Varies with device
20-Jul-18,4.8.6,4.1 and up
24-Jan-18,2.0.8,4.4 and up
3-Aug-18,Varies with device,5.0 and up
26-Jul-18,Varies with device,4.4 and up
23-Jul-18,2.17,4.4 and up
18-Jul-18,1.16,4.4 and up
5-Jul-18,4.18.1,4.1 and up
16-Jul-18,3.1.4,4.4 and up
19-Jul-18,Varies with device,Varies with device
19-Jan-18,3.17.2,4.1 and up
16-Jul-18,3.1.4,4.4 and up
8-Jul-18,11.45.0,4.4 and up
24-May-18,3.3.1.41,4.4 and up
8-Jul-18,11.45.0,4.4 and up
16-Jul-18,3.1.4,4.4 and up
8-Jul-18,11.45.0,4.4 and up
4-Aug-18,4.0.2,5.0 and up
19-Jul-18,16.0.0.437,4.1 and up
2-Jul-18,Varies with device,Varies with device
30-Jul-18,Varies with device,Varies with device
25-Jun-18,6.6.1,4.4 and up
25-May-18,3.3.1.42,4.4 and up
31-Jul-18,Varies with device,Varies with device
15-Jul-18,2.13.5,4.1 and up
1-Aug-18,Varies with device,Varies with device
12-Apr-18,Varies with device,Varies with device
5-Mar-18,Varies with device,Varies with device
24-Jan-18,2.0.8,4.4 and up
20-Jun-18,Varies with device,Varies with device
3-Aug-18,Varies with device,5.0 and up
27-Jul-18,Varies with device,Varies with device
26-Jul-18,Varies with device,4.4 and up
20-Jun-18,9.1.4,4.4 and up
31-Jul-18,Varies with device,Varies with device
16-Jul-18,3.1.4,4.4 and up
27-Jul-18,Varies with device,Varies with device
23-Jul-18,2.17,4.4 and up
2-Jul-18,7.5.0,5.0 and up
27-Jun-18,8.0626,Varies with device
19-Jul-18,Varies with device,Varies with device
21-Mar-18,4.003.1,4.3 and up
16-Jul-18,3.1.4,4.4 and up
8-Jul-18,11.45.0,4.4 and up
2-Jul-18,Varies with device,Varies with device
8-Jul-18,11.45.0,4.4 and up
16-Jul-18,3.1.4,4.4 and up
8-Jul-18,11.45.0,4.4 and up
8-Jul-18,11.45.0,4.4 and up
25-Jun-18,6.6.1,4.4 and up
25-May-18,3.3.1.42,4.4 and up
23-Jan-18,1.0.20,4.4 and up
14-Dec-17,1.2.3,4.2 and up
27-Jul-18,Varies with device,Varies with device
1-Aug-18,Varies with device,Varies with device
1-Aug-18,1.6.1,6.0 and up
25-May-18,1.0.64,4.0.3 and up
24-Jan-18,2.0.8,4.4 and up
2-Aug-18,Varies with device,Varies with device
13-Jul-18,2.3.2,5.0 and up
30-Jun-18,Varies with device,Varies with device
7-Jul-17,Varies with device,Varies with device
4-May-18,8.1,4.0 and up
15-Sep-15,4,2.3.3 and up
22-Sep-15,7.2.3,2.3 and up
1-Aug-18,4.2.0.8447,5.0 and up
3-Aug-18,4.426,4.1 and up
4-May-18,4.1.7,4.0.3 and up
20-Jun-18,Varies with device,Varies with device
12-Jun-18,8.4,4.0.3 and up
23-Jul-18,Varies with device,Varies with device
25-Jun-18,1.57,4.1 and up
14-Dec-17,1.5.0,4.1 and up
2-Aug-18,4.2.1,Varies with device
18-Jul-18,4.3.6,4.1 and up
29-May-18,3.8,4.0 and up
3-Aug-18,2018.07.31229,5.0 and up
12-Jul-18,1.4,4.2 and up
27-Nov-17,1,4.0 and up
31-Jul-18,Varies with device,5.0 and up
12-Jul-18,Varies with device,Varies with device
27-Jul-18,4.0.19,4.2 and up
4-Dec-17,1.3,4.1 and up
24-Dec-17,2,4.0 and up
,,
17-Jul-18,11.1.1,5.0 and up
6-Jul-18,1.1,4.2 and up
23-May-18,Varies with device,Varies with device
21-Jun-18,1.75,2.3.3 and up
31-Jul-18,2.0.1,4.4W and up
26-Jul-18,1.107,4.0 and up
23-Jun-18,Varies with device,Varies with device
8-Nov-16,16.11.8,2.3.3 and up
24-Jul-18,1,4.4 and up
14-Oct-17,1.1.3,4.1 and up
9-Jul-18,1.14,2.0 and up
31-May-18,1.3.2,4.1 and up
4-Jul-18,1.1.9,4.1 and up
28-Jun-18,1,3.0 and up
4-Jul-18,1.4,4.2 and up
1-Aug-18,Varies with device,Varies with device
28-Jun-18,42,4.2 and up
27-Apr-17,2.2.2,4.0 and up
3-Jul-18,1.0.5,4.4 and up
8-Jul-18,18.4,4.4 and up
15-Dec-17,1.0.11,4.0.3 and up
30-May-18,3.05.30.16,4.1 and up
3-Aug-18,Cannonau 3.11.11,5.0 and up
4-Aug-18,1.0.5,4.3 and up
20-May-18,8.0bld14,4.1 and up
22-Jun-18,1.0.11,4.1 and up
11-Jul-18,1,4.1 and up
10-Jul-17,2.1,4.2 and up
26-Jun-18,4.6.0,4.2 and up
3-Aug-18,Varies with device,Varies with device
27-Jul-18,20.1.0,5.0 and up
16-Jul-18,Varies with device,Varies with device
28-Jun-18,8.18,4.2 and up
30-Jul-18,10.78,4.0.3 and up
28-Jul-18,4.1.1-0-prod,4.2 and up
19-Jul-18,3.9.0,4.1 and up
3-May-18,Varies with device,Varies with device
19-Jul-18,5.16.0,4.0 and up
8-May-18,Varies with device,Varies with device
30-Jul-18,6.5.7,4.2 and up
2-Aug-18,Varies with device,Varies with device
31-Jul-18,Varies with device,Varies with device
4-Jul-18,3.115.27,4.1 and up
2-Aug-18,2.31.1,5.0 and up
13-Jul-18,3.0.5,4.0.3 and up
16-Jul-18,2.6.0,4.0.3 and up
2-Jul-18,Varies with device,Varies with device
8-Jun-18,Varies with device,Varies with device
24-Jul-18,Varies with device,Varies with device
19-Jul-18,1.17.2,4.0.3 and up
2-Aug-18,Varies with device,4.0.3 and up
25-May-18,3.3,4.2 and up
9-Jun-18,5.10.1.40699,4.4 and up
31-Jul-18,6.8.0.109,5.0 and up
31-Jul-18,Varies with device,Varies with device
18-Jun-18,5.0.1,4.1 and up
18-Jul-18,6.28.0,4.4 and up
1-Aug-18,5.38.1,5.0 and up
23-Jul-18,2.7.4,4.0 and up
31-Jul-18,Varies with device,4.2 and up
23-Jul-18,2.9.12,4.0 and up
2-Aug-18,3.22.0,4.1 and up
18-Jul-18,3.22.1,4.1 and up
26-Jul-18,2.70.206190089,Varies with device
27-Jul-18,3.1.6.12,4.0 and up
31-Jul-18,3.2.1,4.4 and up
19-Jul-18,Varies with device,Varies with device
31-Jul-18,Varies with device,Varies with device
3-Aug-18,6.39.1.4,4.1 and up
31-Jul-18,2.2.12,4.4W and up
31-Jul-18,Varies with device,Varies with device
26-Apr-18,2.5.0.26,5.0 and up
2-Aug-18,6.0.16,5.0 and up
31-Jul-18,2.29.01,4.1 and up
27-Jul-18,1.13.2.11,4.4 and up
31-Jul-18,Varies with device,Varies with device
26-Jul-18,2.70.206190089,Varies with device
1-Aug-18,Varies with device,Varies with device
19-Jun-18,2.0.4,4.0 and up
25-Jul-18,Varies with device,Varies with device
26-Apr-18,2.5.0.26,5.0 and up
4-Aug-18,2.12.100,4.1 and up
3-Jul-18,1.8.9,4.0 and up
2-Aug-18,2.53.2,5.0 and up
22-Jul-18,5.1.1,5.0 and up
25-Jul-18,Varies with device,Varies with device
1-Jun-18,1.14.1,4.1 and up
29-May-18,3.3.9,4.4 and up
20-Jul-18,2.5.7,4.4 and up
12-Jul-18,2.1.4,4.2 and up
23-Jul-18,1.17.1,4.0 and up
19-Jun-18,1.4.11,4.4 and up
19-Jul-18,1.18.0,4.4 and up
3-Aug-18,3.5.0,4.4 and up
31-Jul-18,Varies with device,Varies with device
10-Jul-18,2.3.0,5.0 and up
25-Jul-18,3.1.16,4.1 and up
2-Aug-18,Varies with device,Varies with device
24-Jul-18,2.9.5,4.0.3 and up
20-Jul-18,16.6,6.0 and up
3-Aug-18,3.2.18.07.30,4.0.3 and up
31-Jul-18,1.9.9.9.3,4.4 and up
31-Jul-18,1.28.0.5402,4.4 and up
24-Jul-18,4.63,5.0 and up
7-Jun-17,2.10.3,2.3.3 and up
3-Aug-18,Varies with device,Varies with device
31-Jul-18,Varies with device,Varies with device
30-Jul-18,3.6.2,4.0 and up
3-Aug-18,Varies with device,Varies with device
27-Jul-18,3.04 - Beta,4.1 and up
1-May-18,Varies with device,Varies with device
1-Aug-18,Varies with device,Varies with device
13-Jul-18,Varies with device,Varies with device
1-Aug-18,1.28,2.3 and up
23-Jul-18,Varies with device,Varies with device
2-Aug-18,6.8.2,4.4 and up
31-Jul-18,Varies with device,Varies with device
5-Jul-18,1.2.0,4.2 and up
13-Mar-18,Varies with device,Varies with device
3-Aug-17,1.1.16,2.1 and up
30-Jul-18,Varies with device,Varies with device
18-Jul-18,1.1.39,4.0 and up
31-Jul-18,2.29.01,4.1 and up
31-Jul-18,Varies with device,Varies with device
3-Aug-18,Varies with device,Varies with device
1-Aug-18,4.5.2.1,4.4 and up
11-May-18,Varies with device,Varies with device
3-Aug-18,3.0.22,4.4 and up
1-Aug-18,Varies with device,Varies with device
2-Aug-18,Varies with device,Varies with device
3-Aug-18,6.0.6,5.0 and up
23-May-18,4.2.1,4.1 and up
1-Jun-18,2.131,4.1 and up
9-May-18,4.10.0,4.4 and up
27-Jul-18,6.0.2,4.4 and up
2-Aug-18,2.53.2,5.0 and up
18-Jul-18,6.28.0,4.4 and up
9-Jul-18,5.1,4.1 and up
9-May-18,4.10.0,4.4 and up
9-May-18,4.10.0,4.4 and up
25-Jul-18,2.34.29,4.0.3 and up
26-Jun-18,5.2.203,4.2 and up
27-Jul-18,8.44.2,5.0 and up
26-Jul-18,2.70.206190089,Varies with device
30-May-18,5.9.1.0,5.0 and up
31-Jul-18,7.8.8,4.4 and up
12-Jun-18,5.9.1.0,5.0 and up
23-Jul-18,9.7.0,4.1 and up
31-Jul-18,6.8.0.109,5.0 and up
1-Aug-18,5.38.1,5.0 and up
3-Aug-18,6.7.0,5.0 and up
31-Jul-18,9.9.0,4.4 and up
9-Jul-18,5.16.2,4.1 and up
23-Jul-18,3.52,5.0 and up
26-Jul-18,Varies with device,Varies with device
1-Aug-18,6.29.37589,5.0 and up
31-Jul-18,5.15.0,4.4 and up
6-Jan-18,3.0.1,2.3 and up
2-Aug-18,18.6.0.10,5.0 and up
4-Aug-18,2.2.7,4.1 and up
23-Jun-18,1.1,4.1 and up
15-May-18,2.12,4.0.3 and up
3-Aug-18,Varies with device,Varies with device
13-Jul-18,3.2.0d,4.0.3 and up
7-Jul-18,Varies with device,Varies with device
28-Jul-18,3.1.5,4.4 and up
3-Aug-18,4.0.30,4.0.3 and up
4-Aug-18,1.9.117,4.0.3 and up
23-Jul-18,1.0.2,4.1 and up
20-Jun-18,5.0.0,4.4 and up
19-Jul-18,Varies with device,4.4 and up
23-Jul-18,5.2.2,4.2 and up
22-Feb-18,1.6,4.0 and up
2-Aug-18,7.12,5.0 and up
17-Jul-18,4.3.3,5.0 and up
3-Aug-18,6.0.1,5.0 and up
12-Oct-16,2.14.36,4.0.3 and up
1-Aug-18,4.11.1,4.4 and up
14-Jun-18,1,4.0.3 and up
20-Jul-18,Varies with device,Varies with device
3-Jul-18,3.3.21,4.1 and up
27-Jul-18,Varies with device,Varies with device
21-May-18,5.3.8,4.0.3 and up
18-Jul-18,Varies with device,Varies with device
25-Jul-18,Varies with device,Varies with device
12-Jul-18,3.5.5,4.0.3 and up
31-Jul-18,3.3.6,4.4 and up
24-Jul-18,7.9.0.0,4.4 and up
28-May-18,Varies with device,Varies with device
25-Jul-18,2.1.0,4.1 and up
28-Mar-18,2.0.0,4.0.3 and up
8-Jun-18,5.8.5,4.1 and up
28-Jul-18,3.2.7,4.1 and up
19-Jul-18,4.26,4.4 and up
12-Jun-18,1.2.2,4.1 and up
25-Jan-18,2,4.0 and up
10-Jun-18,3.6.6,4.0.3 and up
12-Apr-18,5.7.0,4.4 and up
24-Jun-18,Varies with device,Varies with device
18-Oct-17,3.2.0,4.0.3 and up
23-Jul-18,Varies with device,Varies with device
25-Apr-18,4.0.0.427,5.1 and up
27-Jun-18,3.17.1.0,4.1 and up
29-Jun-18,Varies with device,Varies with device
17-Feb-17,1.2,2.3.3 and up
20-Jul-18,24.5.0,4.0 and up
10-Apr-18,Varies with device,Varies with device
28-Jun-18,Varies with device,Varies with device
3-Jun-18,1.4.4,4.0 and up
5-Jul-18,2.0.3,4.4 and up
6-Jul-18,Varies with device,5.0 and up
3-Aug-18,2.76.2.0-android,4.2 and up
23-Nov-17,5.7.23,5.0 and up
27-Jul-18,4.2.6,5.0 and up
2-Aug-18,Varies with device,5.0 and up
31-Jul-18,9.15.0.2020,5.0 and up
23-Jul-18,Varies with device,Varies with device
1-Aug-18,Varies with device,Varies with device
22-May-18,2.6.15,4.4 and up
2-Aug-18,7.12,5.0 and up
31-Jul-18,Varies with device,Varies with device
27-Jul-18,4.2.6,5.0 and up
20-Jul-18,Varies with device,Varies with device
2-Aug-18,Varies with device,Varies with device
1-Aug-18,Varies with device,Varies with device
3-Jul-18,3.1.14,5.0 and up
12-Jun-18,4.7.0,4.1 and up
20-Jul-18,2.4.11,6.0 and up
31-Jul-18,Varies with device,Varies with device
3-Aug-18,6.0.1,5.0 and up
1-Aug-18,1.161.10002,5.0 and up
2-Aug-18,7.12,5.0 and up
1-Aug-18,Varies with device,Varies with device
20-Jul-18,11.11.1,4.1 and up
30-Jul-18,4.11.3,4.2 and up
1-Aug-18,Varies with device,Varies with device
28-Jun-18,Varies with device,Varies with device
12-Aug-17,1.0.7,4.4 and up
21-Jun-18,1.0.4,4.2 and up
24-Jul-18,1.0.11,4.1 and up
21-Jun-18,1.0.2,4.2 and up
31-Jul-18,1.0.14,4.0 and up
4-Jul-18,5.23,4.0 and up
14-May-18,5.31.75,4.4 and up
24-Jul-18,1.0.26,4.1 and up
2-Aug-18,p5.7.1,4.1 and up
4-Aug-18,3.0.6,4.4 and up
3-Aug-18,Varies with device,4.0 and up
10-Jul-18,1.0.2,4.0 and up
24-Jul-18,1.0.5,4.1 and up
7-Jun-18,1.08,4.0.3 and up
25-Jul-18,1.0.4,4.1 and up
30-Jul-18,1.1.22,4.1 and up
27-Jul-18,18.7.1,5.0 and up
13-Jul-18,4.0.1,4.0.3 and up
26-Jul-18,Varies with device,Varies with device
24-Jul-18,1.0.7,4.1 and up
25-Jul-18,Varies with device,Varies with device
30-Jul-18,1.1.22,4.1 and up
24-Jul-18,1.0.12,4.1 and up
9-Jul-18,3.0.7,4.1 and up
12-Jul-18,2.17.0,4.4 and up
10-Jan-17,1.5,3.0 and up
2-Aug-18,Varies with device,Varies with device
26-Jul-18,2.8.2,5.0 and up
4-Aug-18,2.6,4.2 and up
31-Jul-18,Varies with device,Varies with device
24-Jul-18,1.0.8,4.1 and up
31-Jul-18,6.15.0,4.1 and up
11-Jul-18,Varies with device,Varies with device
29-Jun-18,3.401,5.0 and up
2-Aug-18,1.2,4.4 and up
16-Jul-18,Varies with device,Varies with device
18-Jun-18,1.5,2.3 and up
16-Oct-16,1.2,2.3.3 and up
3-Aug-18,1.3.8,4.4 and up
11-Jul-18,3.5.0,5.0 and up
24-Jul-18,Varies with device,Varies with device
27-Jul-18,18.7.1,5.0 and up
16-Jul-18,6.5.3,4.1 and up
2-Jul-18,112,4.4 and up
10-Jul-18,5.13.0,5.0 and up
18-Jul-18,2.6,4.1 and up
27-Jul-18,Varies with device,Varies with device
1-Aug-18,Varies with device,Varies with device
30-Jun-18,Varies with device,Varies with device
16-Jul-18,3.48,4.1 and up
30-Jul-18,Varies with device,Varies with device
27-Jul-18,18.7.1,5.0 and up
8-Jun-18,Varies with device,Varies with device
5-Jun-18,2.48.3,4.1 and up
3-Aug-18,5.3,5.0 and up
18-Jul-18,5.14.0,5.0 and up
16-Jul-18,4.4,4.4 and up
7-Apr-18,10,4.0.3 and up
27-Jul-18,18.7.1,5.0 and up
14-Jun-18,Varies with device,Varies with device
24-Jul-18,Varies with device,Varies with device
16-Jul-18,6.5.3,4.1 and up
12-Jul-18,2.17.0,4.4 and up
1-Aug-18,8.2.0,4.0.3 and up
27-Jul-18,18.7.1,5.0 and up
3-Aug-18,Varies with device,Varies with device
25-Jul-18,Varies with device,Varies with device
11-Jul-18,3.5.0,5.0 and up
3-Aug-18,7.2.5,Varies with device
24-Jul-18,6.2.73,4.0 and up
22-Dec-15,Varies with device,Varies with device
9-Feb-17,2.5.1,4.0.3 and up
28-Jul-16,6.7,2.3.3 and up
17-Jan-18,16,4.0 and up
9-Jul-18,7,4.0.3 and up
10-Apr-18,1.0.6,2.3.3 and up
19-Jun-12,Varies with device,Varies with device
5-Mar-18,3.1.9,4.0.3 and up
15-May-18,1.0.6,4.3 and up
17-May-18,2.6.1,4.2 and up
2-Aug-18,3.0.0,4.1 and up
10-Apr-18,2.0.4,2.3.3 and up
14-Jun-18,Varies with device,Varies with device
5-Aug-18,Varies with device,Varies with device
19-Jan-18,Varies with device,Varies with device
23-Jul-18,Varies with device,Varies with device
27-Jul-18,1.29.15,4.4 and up
23-Jul-18,3.6.4,4.2 and up
23-Jul-18,2.0.16,4.1 and up
24-Jul-18,6.2.73,4.0 and up
22-Dec-15,Varies with device,Varies with device
27-Jul-18,Varies with device,Varies with device
4-May-18,2.3.3,4.0.3 and up
30-Mar-18,2.3.2,4.0.3 and up
16-May-18,3.22,4.3 and up
5-Jul-18,Varies with device,Varies with device
1-Aug-18,7.3.4-play,5.0 and up
4-Aug-18,2.9.18,4.1 and up
